eval_loss,eval_accuracy,eval_precision,eval_recall,eval_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,run_num,technique,model_checkpoint,checkpoint,dataset_config,train_size,valid_size,test_size,run_time
0.6805638074874878,0.591743119266055,0.5913595946750638,0.591743119266055,0.5915015879809691,0.5236,832.706,53.477,2.76,1,sibyl.fada_v2_Likelihood_sum.550,prajjwal1/bert-tiny,./pretrained/prajjwal1/bert-tiny-glue_sst2_sibyl.fada_v2_Likelihood_sum.550,"['glue', 'sst2']",527,436,436,54.53988075256348
0.6880455613136292,0.49311926605504586,0.5678263347692172,0.49311926605504586,0.3824275317608292,0.5236,832.705,53.476,10.0,1,sibyl.fada_v2_Original.100,prajjwal1/bert-tiny,./pretrained/prajjwal1/bert-tiny-glue_sst2_sibyl.fada_v2_Original.100,"['glue', 'sst2']",100,436,436,94.62378144264221
0.4954766035079956,0.7912844036697247,0.7997770675132164,0.7912844036697247,0.7909581739925409,23.088,18.884,1.213,5.52,1,sibyl.fada_v2_Original.50,bert-base-uncased,./pretrained/bert-base-uncased-glue_sst2_sibyl.fada_v2_Original.50,"['glue', 'sst2']",50,436,436,1857.9916760921478
0.6969829201698303,0.46788990825688076,0.47555154391233956,0.46788990825688076,0.39834466347161557,22.6025,19.29,1.239,1.09,1,sibyl.uniform.550,bert-base-uncased,./pretrained/bert-base-uncased-glue_sst2_sibyl.uniform.550,"['glue', 'sst2']",364,436,436,484.1620216369629
0.6882362961769104,0.5711009174311926,0.5797179719933714,0.5711009174311926,0.5686551335750526,22.68,19.224,1.235,1.19,1,sibyl.fada_v2_CleanLabSafe_avg.550,bert-base-uncased,./pretrained/bert-base-uncased-glue_sst2_sibyl.fada_v2_CleanLabSafe_avg.550,"['glue', 'sst2']",422,436,436,578.4728457927704
0.6968452334403992,0.5779816513761468,0.6053609178416763,0.5779816513761468,0.5637469054900247,22.2794,19.57,1.257,1.4,1,sibyl.fada_v2_CleanLabSafe_sum.550,bert-base-uncased,./pretrained/bert-base-uncased-glue_sst2_sibyl.fada_v2_CleanLabSafe_sum.550,"['glue', 'sst2']",520,436,436,736.2963893413544
0.586073100566864,0.6857798165137615,0.6874719474317311,0.6857798165137615,0.6860163396680635,23.8767,18.26,1.173,1.86,1,sibyl.fada_v2_InverseLikelihood_avg.550,bert-base-uncased,./pretrained/bert-base-uncased-glue_sst2_sibyl.fada_v2_InverseLikelihood_avg.550,"['glue', 'sst2']",428,436,436,931.0033147335052
0.703952431678772,0.5298165137614679,0.5580753951241818,0.5298165137614679,0.5027534541487503,24.0398,18.137,1.165,1.27,1,sibyl.fada_v2_InverseLikelihood_sum.550,bert-base-uncased,./pretrained/bert-base-uncased-glue_sst2_sibyl.fada_v2_InverseLikelihood_sum.550,"['glue', 'sst2']",509,436,436,670.3880941867828
0.6858909726142883,0.5642201834862385,0.5635541348979017,0.5642201834862385,0.5458303991184315,22.9441,19.003,1.22,1.19,1,sibyl.fada_v2_LikelihoodShiftNeg_avg.550,bert-base-uncased,./pretrained/bert-base-uncased-glue_sst2_sibyl.fada_v2_LikelihoodShiftNeg_avg.550,"['glue', 'sst2']",424,436,436,559.6775012016296
0.7171486020088196,0.5275229357798165,0.2782804477737564,0.5275229357798165,0.3643551808689423,22.9438,19.003,1.22,1.07,1,sibyl.fada_v2_LikelihoodShiftNeg_sum.550,bert-base-uncased,./pretrained/bert-base-uncased-glue_sst2_sibyl.fada_v2_LikelihoodShiftNeg_sum.550,"['glue', 'sst2']",514,436,436,559.3873109817505
