timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2023-06-12T09:27:47,glue.sst2.SentenceSubjectObjectSwitch.num_rows=100,0fe88fda-4a8b-4b99-ae46-41bfeff58feb,29.32225108,0.000180329,6.15E-06,22.5,30.846,5.9670825,0.00018172,0.000245926,4.74E-05,0.000475085,United States,USA,,,,Windows-10-10.0.22621-SP0,3.8.16,2.2.3,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce RTX 2060,-97.822,37.751,15.91222,machine,N,1
2023-06-12T09:28:17,glue.sst2.SimpleCiphers.num_rows=100,892b5d2a-304f-44fa-a695-9e92b225f2b5,28.32732582,0.000175066,6.18E-06,22.5,30.883,5.9670825,0.000176753,0.000238358,4.61E-05,0.000461222,United States,USA,,,,Windows-10-10.0.22621-SP0,3.8.16,2.2.3,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce RTX 2060,-97.822,37.751,15.91222,machine,N,1
2023-06-12T09:28:49,glue.sst2.Slangificator.num_rows=100,51cf1dab-70a6-40a6-a619-9da0c6d0d805,29.4438951,0.000181705,6.17E-06,22.5,30.854,5.9670825,0.000183217,0.000247697,4.78E-05,0.000478713,United States,USA,,,,Windows-10-10.0.22621-SP0,3.8.16,2.2.3,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce RTX 2060,-97.822,37.751,15.91222,machine,N,1
2023-06-12T09:29:19,glue.sst2.SpeechDisfluencyPerturbation.num_rows=100,1acf9fba-c230-4bb8-9151-53be16fc0814,28.581918,0.000176667,6.18E-06,22.5,30.83,5.9670825,0.000177514,0.000241586,4.63E-05,0.000465438,United States,USA,,,,Windows-10-10.0.22621-SP0,3.8.16,2.2.3,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce RTX 2060,-97.822,37.751,15.91222,machine,N,1
2023-06-12T09:29:50,glue.sst2.SpellingTransformation.num_rows=100,179d1878-bc2b-4d25-9ae1-76386fe63ded,29.09161806,0.00018005,6.19E-06,22.5,30.735,5.9670825,0.000181334,0.00024562,4.74E-05,0.000474352,United States,USA,,,,Windows-10-10.0.22621-SP0,3.8.16,2.2.3,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce RTX 2060,-97.822,37.751,15.91222,machine,N,1
2023-06-12T09:30:22,glue.sst2.SynonymInsertion.num_rows=100,54b9e933-17fa-4576-873b-137a8c080d7c,29.17812371,0.00018028,6.18E-06,22.5,30.694,5.9670825,0.000181777,0.000245652,4.75E-05,0.000474957,United States,USA,,,,Windows-10-10.0.22621-SP0,3.8.16,2.2.3,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce RTX 2060,-97.822,37.751,15.91222,machine,N,1
2023-06-12T09:30:54,glue.sst2.SynonymSubstitution.num_rows=100,acbd8479-4fd3-42f5-b900-38283a56f89d,29.81352258,0.000183612,6.16E-06,22.5,31.071,5.9670825,0.000184806,0.000250784,4.81E-05,0.000483735,United States,USA,,,,Windows-10-10.0.22621-SP0,3.8.16,2.2.3,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce RTX 2060,-97.822,37.751,15.91222,machine,N,1
2023-06-12T09:31:24,glue.sst2.TokenReplacement.num_rows=100,06f03529-ce5a-456c-950e-2750be255a71,28.37392163,0.000175241,6.18E-06,22.5,30.682,5.9670825,0.000177044,0.000238421,4.62E-05,0.000461682,United States,USA,,,,Windows-10-10.0.22621-SP0,3.8.16,2.2.3,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce RTX 2060,-97.822,37.751,15.91222,machine,N,1
2023-06-12T09:31:55,glue.sst2.TransformerFill.num_rows=100,bf663d85-9cb3-4582-a1f0-bfcc1147d2b2,28.852566,0.000178709,6.19E-06,22.5,30.88,5.9670825,0.000180036,0.000243634,4.72E-05,0.000470819,United States,USA,,,,Windows-10-10.0.22621-SP0,3.8.16,2.2.3,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce RTX 2060,-97.822,37.751,15.91222,machine,N,1
2023-06-12T09:32:26,glue.sst2.UnitConverter.num_rows=100,5863c2b2-8fba-4c9b-9346-cdbbb34ea246,29.07079864,0.000179675,6.18E-06,22.5,30.842,5.9670825,0.000180997,0.000245072,4.73E-05,0.000473362,United States,USA,,,,Windows-10-10.0.22621-SP0,3.8.16,2.2.3,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce RTX 2060,-97.822,37.751,15.91222,machine,N,1
2023-06-12T09:32:58,glue.sst2.UseAcronyms.num_rows=100,1e576bbe-7505-4a57-b224-d69f344d071f,30.30510592,0.000243447,8.03E-06,22.5,30.947,5.9670825,0.000187996,0.000380211,7.32E-05,0.000641373,United States,USA,,,,Windows-10-10.0.22621-SP0,3.8.16,2.2.3,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce RTX 2060,-97.822,37.751,15.91222,machine,N,1
2023-06-12T09:33:29,glue.sst2.VisualAttackLetters.num_rows=100,13819f21-be1c-4845-ae24-8ec732bfb488,28.72933865,0.000178141,6.20E-06,22.5,31.147,5.9670825,0.000179169,0.000243511,4.66E-05,0.000469321,United States,USA,,,,Windows-10-10.0.22621-SP0,3.8.16,2.2.3,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce RTX 2060,-97.822,37.751,15.91222,machine,N,1
